"Marca temporal","¿Usas herramientas de inteligencia artificial (como ChatGPT, Gemini, DeepSeek, etc.)?","Sexo","Municipio ","1 Creo que es importante aprender sobre inteligencia artificial (IA)","
2 Las clases de inteligencia artificial (IA) son importantes","3 Creo que en la escuela se debería impartir clases de inteligencia artificial (IA)","4 Creo que todos los estudiantes deberían aprender sobre inteligencia artificial (IA) en la escuela","5 La inteligencia artificial (IA) es muy importante para el desarrollo de la sociedad","6 La inteligencia artificial (IA) está relacionada con mi vida","7 Utilizaré la inteligencia artificial (IA) para resolver problemas de la vida cotidiana","8 La inteligencia artificial (IA) me ayuda a resolver problemas en la vida real","9 En el futuro necesitare inteligencia artificial (IA) en mi vida","10 La inteligencia artificial (IA) es necesaria para todos","11 Quiero trabajar en el campo de la inteligencia artificial (IA)","12 Elegiré un trabajo en el campo de la inteligencia artificial (IA)","13 Participaría en un club relacionado con la inteligencia artificial (IA) si lo hubiera","14 Me gusta utilizar objetos relacionados con la inteligencia artificial (IA)","15 Es divertido aprender sobre la inteligencia artificial (IA)","
16 Quiero seguir aprendiendo sobre la inteligencia artificial (IA)","17 Me interesa los programas de televisión o los videos en línea relacionados con la inteligencia artificial (IA)","18 Quiero hacer algo que haga la vida más humana más cómoda a través de la inteligencia artificial (IA)","
19 Me interesa el desarrollo de la inteligencia artificial (IA)","
20 Es interesante utilizar la inteligencia artificial (IA)","21 Creo que debería haber más horas de clase dedicadas a la inteligencia artificial (IA) en la escuela","22 Creo que puedo manejar bien la inteligencia artificial (IA)"
"2025/06/01 5:56:06 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","3","2","3","3","1","1","3","2","1","2","3","3","4","3","4","1","3","3","1","2"
"2025/06/01 6:20:49 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","3","4","3","3","1","1","3","3","1","1","1","1","3","3","1","3","2","2","3","2"
"2025/06/01 7:14:39 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/01 7:30:02 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","1","1","1","1","2","4","4","4","5","4","5","5","5","5","5","5","5","5","5","3","5"
"2025/06/01 7:45:08 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/01 8:03:10 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/01 8:10:11 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/01 8:13:50 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","4","1","5","1","3","2","4","4","1","4","4","4","4","4","4","4","1","4","4","4","4"
"2025/06/01 8:14:42 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","3","1","3","1","1","3","3","1","1","1","3","2","5","2","5","1","3","3","3","3"
"2025/06/01 8:36:56 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/01 8:42:05 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","3","3","4","4","4","3","4","3","3","3","3","3","2","3","4","4","3","3","3","2","3"
"2025/06/01 8:51:21 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","2","3","3","3","2","2","1","3","3","2","2","1","2","3","3","3","3","3","3","3","2"
"2025/06/01 8:57:27 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Guadalupe Victoria","4","4","5","4","3","3","5","3","4","3","3","3","4","4","5","4","4","4","3","4","3","3"
"2025/06/01 10:41:38 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","4","3"
"2025/06/01 11:20:45 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Guadalupe Victoria","4","4","2","4","2","2","2","3","4","3","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/02 12:12:21 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","2","1","1","2","2","2","2","2","2","1","1","1","2","3","3","1","1","1","1","1","1"
"2025/06/02 7:39:53 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","3","5","5","5","5","5","5","3","5","3","5","5","5","5","5","5","5","5","5","4","5","3"
"2025/06/02 7:54:31 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1"
"2025/06/02 8:07:16 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","3","3","3","3","4","3","3","3","5","5","5","5","5","5","5","5","5","4"
"2025/06/02 9:20:57 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","2","2","1","2","1","2","1","1","2","1","1","1","1","2","2","2","2","1","2","2","3"
"2025/06/02 9:21:50 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","3","5","5","3","3","3","3","3","3","3","4","3","3","3","4","4","4","4","4","4","3"
"2025/06/02 9:23:20 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 9:23:52 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","3","1","2","1","1","1","2","1","1","1","1","1","3","3","3","2","3","3","3","1","1"
"2025/06/02 9:23:57 a.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","2","2","1","1","1","1","1","1","1","1","1","5","5","1","1","1","1","1","1","1","1","1"
"2025/06/02 9:24:41 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","2","3","3","3","3","3","3"
"2025/06/02 9:25:03 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","2","2","2","2","3","5","5","5","5","4","5","3","3","2","2","2","2","4","3","2","3","3"
"2025/06/02 9:28:38 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","2","4","3","4","4","4","4","3","2","2","2","5","3","3","4","4","4","4","4","4","4","4"
"2025/06/02 9:29:57 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 9:32:28 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","2","2","1","2","2","3","2","3","3","3","2","3","3","3","2","3","3","4","3","3","2","3"
"2025/06/02 9:32:37 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","4","5","5","4","3","1","1","4","5","5","1","5","5","5","5","5","5","5","5","5","5"
"2025/06/02 9:34:15 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 9:34:48 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","1","1","1","1","1","2","5","1","1","1","1","1","1","1","1"
"2025/06/02 9:39:40 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 9:40:21 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","4","3","3","3","2","2","3","3","3","3","1","2","1","2","2","2","2","2","2","2","2"
"2025/06/02 9:40:30 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","3","4","5","3","3","2","4","3","3","3","4","4","3","4","4","3","3","3","2","5","4"
"2025/06/02 9:45:20 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","2","2","1","3","1","1","1","1","3","3","1","3","3","3","4","3","3","2","3","3","3","3"
"2025/06/02 9:45:26 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","3","2","1","4","2","1","1","3","1","3","3","3","3","4","4","1","2","3","3","1","1"
"2025/06/02 9:48:05 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","1","5","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/02 9:52:04 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","3","5","4","4","5","5","3","3","4","4","4","3","4","4","5","4","5","4","5","4"
"2025/06/02 9:53:56 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","4","4","3","1","1","1","2","3","2","2","2","2","4","4","3","1","3","3","3","1"
"2025/06/02 9:55:50 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","3","3","3","3","4","2","3","3","3","3","3","3"
"2025/06/02 9:56:21 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","4","4","4","3","4","4","4","4","4","3","2","3","4","4","5","3","4","3","4","3","3"
"2025/06/02 10:10:41 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 10:13:00 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 10:16:16 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 10:17:08 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/02 10:18:06 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/02 10:20:08 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","3","3","3","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/02 10:27:54 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 10:37:04 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","4","4","4","1","2","1","2","3","3","4","1","3","1","3","3","3","4","3","2","1","3"
"2025/06/02 10:39:45 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 10:43:40 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 10:59:01 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","4","5","5","4","1","1","1","2","1","2","2","3","2","4","4","3","2","1","2","2","4"
"2025/06/02 11:00:48 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 11:00:59 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","3","4","5","4","3","2","1","2","2","3","2","2","3","2","4","3","2","3","2","2","3"
"2025/06/02 11:03:43 a.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","1","1","2","2","1","1","1","2","2","3","1","1","1","1","1","2","1","1","1","1","1"
"2025/06/02 11:04:15 a.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","3","3"
"2025/06/02 11:05:05 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","5","5","5","4","3","2","2","3","4","3","3","2","3","3","3","2","2","3","3","2","2"
"2025/06/02 11:05:23 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 11:07:45 a.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 11:24:01 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","5","4","1","1","1","4","4","1","4","4","4","4","4","4","4","4","4","4","1","1"
"2025/06/02 11:49:34 a.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/06/02 12:05:30 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 12:22:30 p.m. GMT-6","","Mujer","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/02 1:20:53 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","3","4","5","3","1","1","1","1","1","3","1","2","3","5","2","1","3","5","2","2"
"2025/06/02 1:30:47 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 1:44:59 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 1:52:06 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","4","3","3","3","2","1","1","1","3","3","1","1","1","2","3","3","1","1","3","3","1","3"
"2025/06/02 2:10:07 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","4","3","2","2","1","1","2","3","2","1","1","2","3","3","3","1","1","1","4","3","2"
"2025/06/02 2:25:06 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"2025/06/02 2:26:43 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 2:26:49 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","4","4","5","3","3","3","1","4","4","5","3","3","5","5","5","5","5","5","4","5","3"
"2025/06/02 2:38:52 p.m. GMT-6","","Hombre","Durango","3","1","4","3","1","1","3","3","2","3","3","3","3","3","3","3","3","3","3","3","4","3"
"2025/06/02 2:45:28 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","1","2","3","2","2","1","2","2","2","3","2","3","3","1","1","2","1","1","2","1","5","2"
"2025/06/02 2:49:33 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 2:51:40 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/02 2:52:07 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","2","1","5","5","2","1","1","2","5","2","2","3","4","4","4","2","2","5","2","2","2"
"2025/06/02 3:11:17 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/02 3:16:07 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 3:17:36 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","2","2","2","3","1","1","2","1","3","2","1","1","2","3","3","2","4","1","1","2","1","3"
"2025/06/02 3:27:02 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","4","4","4","5","1","1","1","2","2","2","1","1","1","5","5","3","3","3","5","3","1"
"2025/06/02 3:32:15 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 3:41:38 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 3:42:44 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","2","2","3","1","1","5","4","3","2","3","4","3","2","2","2","2","2","1","2","2","3","4"
"2025/06/02 3:45:19 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 3:59:03 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","5","5","5","5","5","5","5","3","2","3","3","3","3","3","2","2","4","3"
"2025/06/02 3:59:30 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 4:01:08 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","3","3","2","3","1","1","1","1","2","3","4","2","3","3","3","2","5","2","3","2","2"
"2025/06/02 4:04:28 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 4:05:20 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 4:06:26 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","1","1","1","1","1","1","1","1","1","1","1","2","3","3","3","1","4","3","1","1","1","2"
"2025/06/02 4:06:40 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 4:08:51 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 4:10:34 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","1","1","5","5","3","3","3","3","3","3","3","3","3","3","3","4"
"2025/06/02 4:11:19 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 4:12:03 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 4:17:29 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 4:17:34 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","3","3","5","1","2","3","3","4","5","1","3","5","4","5","1","4","4","3","4","3","3"
"2025/06/02 4:25:13 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 4:31:47 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","1","2","1","1","2","2","1","1","1","1","3","3","3","3","1","1","1","1","1","1","3","3"
"2025/06/02 5:12:28 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","3","3","4","4","4","3","2","2","3","2","2","3","4","3","3","3","3","3","3","3","3","3"
"2025/06/02 5:20:36 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","5","3","4","3","5","4","4","4","5","5","5","5","5","5","5","5","3","4"
"2025/06/02 5:27:50 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","5","5","5","2","5","5","4","3","5","5","5","5","5","5","5","5","5","4"
"2025/06/02 5:31:24 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"2025/06/02 5:59:06 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","3","2","3","5","3","5","3","3","3","4","3","3","4","3","3","4","3","2","3","3","2","3"
"2025/06/02 6:02:55 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 6:03:19 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 6:24:16 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","3","1","1","4","3","1","5","3","5","3","5","5","3","4","5","5","4","3"
"2025/06/02 6:32:06 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/02 6:41:54 p.m. GMT-6","A veces, ir al cuestionario","Hombre","El oro","4","4","4","4","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4"
"2025/06/02 6:50:07 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 6:56:30 p.m. GMT-6","A veces, ir al cuestionario","Hombre","El oro","4","4","4","4","4","3","4","3","3","4","4","3","4","4","4","4","4","3","4","4","4","4"
"2025/06/02 7:18:00 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","3","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/06/02 7:19:37 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","3","3","4","3","2","3","4","3","2","4","1","3","3","2","3","5","3","4","3","3","4"
"2025/06/02 7:34:13 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2025/06/02 7:40:26 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","5","5","5","5","5","5","4","3","4","5","5","5","5","2","5","5","2","5"
"2025/06/02 7:45:28 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","5","5","4","4","3","4","5","4","4","4","4","5","5","5","5","5","4","5","5","5","5"
"2025/06/02 8:03:04 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 8:21:28 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 8:30:40 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","5","5","5","5","2","3","1","2","3","1","2","2","3","4","2","3","3","3","3","4","1","3"
"2025/06/02 8:35:16 p.m. GMT-6","Sí, ir al cuestionario","Hombre","Durango","5","5","5","5","4","4","4","4","4","5","5","3","5","5","5","5","4","5","5","5","5","5"
"2025/06/02 9:02:05 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","5","5","5","3","3","1","2","2","2","2","2","2","5","3","5","4","3","4","2","4"
"2025/06/02 9:14:21 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 9:16:37 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","4","4","4","4","4","1","1","1","1","2","1","3","3","5","4","4","4","1","4","4","3","3"
"2025/06/02 9:53:31 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 9:57:03 p.m. GMT-6","A veces, ir al cuestionario","Hombre","Durango","3","2","3","3","2","4","3","1","3","2","2","2","2","3","2","3","3","3","3","3","1","2"
"2025/06/02 10:01:47 p.m. GMT-6","A veces, ir al cuestionario","Mujer","Durango","3","4","3","3","2","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"2025/06/02 10:07:22 p.m. GMT-6","Sí, ir al cuestionario","Mujer","Durango","5","5","5","5","5","3","3","3","3","4","5","3","3","4","4","5","3","4","4","4","5","5"
"2025/06/02 10:09:31 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 10:10:38 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/06/02 10:10:44 p.m. GMT-6","No, salir","","","","","","","","","","","","","","","","","","","","","","","",""
